year,status,description
2014,Candidate,"openshift-origin-broker-util, as used in red hat openshift enterprise 1.2.7 and 2.0.5, uses world-readable permissions for the mcollective client.cfg configuration file, which allows local users to obtain credentials and other sensitive information by reading the file."
2014,Candidate,"wordpress before 3.7.2 and 3.8.x before 3.8.2 allows remote authenticated users to publish posts by leveraging the contributor role, related to wp-admin/includes/post.php and wp-admin/includes/class-wp-posts-list-table.php."
2014,Candidate,"the wp_validate_auth_cookie function in wp-includes/pluggable.php in wordpress before 3.7.2 and 3.8.x before 3.8.2 does not properly determine the validity of authentication cookies, which makes it easier for remote attackers to obtain access via a forged cookie."
2014,Candidate,"the nova ec2 api security group implementation in openstack compute (nova) 2013.1 before 2013.2.4 and icehouse before icehouse-rc2 does not enforce rbac policies for (1) add_rules, (2) remove_rules, (3) destroy, and other unspecified methods in compute/api.py when using non-default policies, which allows remote authenticated users to gain privileges via these api requests."
2014,Candidate,cross-site request forgery (csrf) vulnerability in jolokia before 1.2.1 allows remote attackers to hijack the authentication of users for requests that execute mbeans methods via a crafted web page.
2014,Candidate,
2014,Candidate,"teiid before 8.4.3 and before 8.7 and red hat jboss data virtualization 6.0.0 before patch 3 allows remote attackers to read arbitrary files via a crafted request to a rest endpoint, related to an xml external entity (xxe) issue."
2014,Candidate,"xml external entity (xxe) vulnerability in staxxmlfactoryprovider2 in odata4j, as used in red hat jboss data virtualization before 6.0.0 patch 4, allows remote attackers to read arbitrary files via a crafted request to a rest endpoint."
2014,Candidate,"integer overflow in the check_section function in dwarf_begin_elf.c in the libdw library, as used in elfutils 0.153 and possibly through 0.158 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a malformed compressed debug section in an elf file, which triggers a heap-based buffer overflow."
2014,Candidate,"the jetpack plugin before 1.9 before 1.9.4, 2.0.x before 2.0.9, 2.1.x before 2.1.4, 2.2.x before 2.2.7, 2.3.x before 2.3.7, 2.4.x before 2.4.4, 2.5.x before 2.5.2, 2.6.x before 2.6.3, 2.7.x before 2.7.2, 2.8.x before 2.8.2, and 2.9.x before 2.9.3 for wordpress does not properly restrict access to the xml-rpc service, which allows remote attackers to bypass intended restrictions and publish posts via unspecified vectors.  note: some of these details are obtained from third party information."
2014,Candidate,"cumin (aka mrg management console), as used in red hat enterprise mrg 2.5, does not include the httponly flag in a set-cookie header for the session cookie, which makes it easier for remote attackers to obtain potentially sensitive information via script access to this cookie."
2014,Candidate,
2014,Candidate,cross-site scripting (xss) vulnerability in application/panel_control in cloudforms 3.0 management engine (cfme) before 5.2.4.2 allows remote attackers to inject arbitrary web script or html via unspecified vectors.
2014,Candidate,the am function in lib/hub/commands.rb in hub before 1.12.1 allows local users to overwrite arbitrary files via a symlink attack on a temporary patch file.
2014,Candidate,"samba 3.6.6 through 3.6.23, 4.0.x before 4.0.18, and 4.1.x before 4.1.8, when a certain vfs shadow copy configuration is enabled, does not properly initialize the srv_snapshot_array response field, which allows remote authenticated users to obtain potentially sensitive information from process memory via a (1) fsctl_get_shadow_copy_data or (2) fsctl_srv_enumerate_snapshots request."
2014,Candidate,"libvirt 0.7.5 through 1.2.x before 1.2.5 allows local users to cause a denial of service (read block and hang) via a crafted xml document containing an xml external entity declaration in conjunction with an entity reference to the (1) virconnectcomparecpu or (2) virconnectbaselinecpu api method, related to an xml external entity (xxe) issue.  note: this issue was split per adt3 due to different affected versions of some vectors. cve-2014-5177 is used for other api methods."
2014,Candidate,the wait_for_task function in app/controllers/application_controller.rb in red hat cloudforms 3.0 management engine (cfme) before 5.2.4.2 allows remote attackers to cause a denial of service (infinite loop and cpu consumption) via unspecified vectors.
2014,Candidate,"the netlink implementation in the linux kernel through 3.14.1 does not provide a mechanism for authorizing socket operations based on the opener of a socket, which allows local users to bypass intended access restrictions and modify network configurations by using a netlink socket for the (1) stdout or (2) stderr of a setuid program."
2014,Candidate,heap-based buffer overflow in the virtio_load function in hw/virtio/virtio.c in qemu before 1.7.2 might allow remote attackers to execute arbitrary code via a crafted config length in a savevm image.
2014,Candidate,
2014,Candidate,"red hat cloudforms 3.0 management engine (cfme) before 5.2.4.2 logs the root password when deploying a vm, which allows local users to obtain sensitive information by reading the evm.log file."
2014,Candidate,"sapi/fpm/fpm/fpm_unix.c in the fastcgi process manager (fpm) in php before 5.4.28 and 5.5.x before 5.5.12 uses 0666 permissions for the unix socket, which allows local users to gain privileges via a crafted fastcgi client."
2014,Candidate,a certain tomcat7 package for apache tomcat 7 in red hat enterprise linux (rhel) 7 allows remote attackers to cause a denial of service (cpu consumption) via a crafted request.  note: this vulnerability exists because of an unspecified regression.
2014,Candidate,"the openvswitch-agent process in openstack neutron 2013.1 before 2013.2.4 and 2014.1 before 2014.1.1 allows remote authenticated users to bypass security group restrictions via an invalid cidr in a security group rule, which prevents further rules from being applied."
2014,Candidate,"the openshift-origin-broker in red hat openshift enterprise 2.0.5, 1.2.7, and earlier does not properly handle authentication requests from the remote-user auth plugin, which allows remote attackers to bypass authentication and impersonate arbitrary users via the x-remote-user header in a request to a passthrough trigger."
2014,Candidate,"virt-who uses world-readable permissions for /etc/sysconfig/virt-who, which allows local users to obtain password for hypervisors by reading the file."
2014,Candidate,the gif decoder in qtgui in qt before 5.3 allows remote attackers to cause a denial of service (null pointer dereference) via invalid width and height values in a gif image.
2014,Candidate,"the xmlparserhandlepereference function in parser.c in libxml2 before 2.9.2, as used in web listener in oracle http server in oracle fusion middleware 11.1.1.7.0, 12.1.2.0, and 12.1.3.0 and other products, loads external parameter entities regardless of whether entity substitution or validation is enabled, which allows remote attackers to cause a denial of service (resource consumption) via a crafted xml document."
2014,Candidate,"foreman 1.4.0 before 1.5.0 does not properly restrict access to provisioning template previews, which allows remote attackers to obtain sensitive information via the hostname parameter, related to ""spoof."""
2014,Candidate,"websocket08framedecoder in netty 3.6.x before 3.6.9, 3.7.x before 3.7.1, 3.8.x before 3.8.2, 3.9.x before 3.9.1, and 4.0.x before 4.0.19 allows remote attackers to cause a denial of service (memory consumption) via a textwebsocketframe followed by a long stream of continuationwebsocketframes."
2014,Candidate,
2014,Candidate,"the dtls1_reassemble_fragment function in d1_both.c in openssl before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h does not properly validate fragment lengths in dtls clienthello messages, which allows remote attackers to execute arbitrary code or cause a denial of service (buffer overflow and application crash) via a long non-initial fragment."
